,id,exercise_name,session_name,type_of_activity,type_of_equipment,body_part,type,muscle_groups_activated,instructions
526,533,Dumbbell Front Raises,Crossfit,Strength,Dumbbells,Upper body,Pull,Shoulders,Raise dumbbells to shoulder height in front of you.
527,534,Battle Ropes,Conditioning,Cardio,Battle Rope,Full body,Cardio,All muscle groups,Create waves in the ropes with your arms while maintaining a squat position.
528,535,Kettlebell Swings,Crossfit,Strength,Kettlebell,Full body,Pull,"Glutes, Hamstrings",Swing a kettlebell between your legs and up to shoulder height.
529,536,Sledgehammer Hits,Crossfit,Strength,Sledgehammer,Full body,Push,"Legs, Shoulders",Swing a sledgehammer down onto a tire or ground.
530,537,Weighted Plank,Crossfit,Strength,Weighted Plate,Core,Hold,Core,Hold a plank position with a weight plate on your back.
531,542,Medicine Ball V-Ups,Crossfit,Strength,Medicine Ball,Core,Pull,Abs,"Lie on your back, lift your legs and upper body while holding a medicine ball."
532,543,Single-arm Row,Crossfit,Strength,Dumbbell,Upper body,Pull,Back,Row a dumbbell towards your abdomen with one arm while supporting your body with the other.
533,544,Box Dips,Crossfit,Strength,Box,Upper body,Push,Triceps,Use a box to lower and raise your body using your arms.
534,545,Kettlebell Goblet Squats,Crossfit,Strength,Kettlebell,Lower body,Push,"Quads, Glutes",Hold a kettlebell at your chest and perform squats.
535,546,Crossover Symmetry,Crossfit,Mobility,Resistance Bands,Upper body,Mobility,Shoulders,Use resistance bands to improve shoulder mobility and strength.
536,547,Weighted Step-ups,Crossfit,Strength,Dumbbells,Lower body,Push,"Quads, Glutes",Step onto a box while holding dumbbells at your sides.
537,548,Overhead Squats,Crossfit,Strength,Barbell,Lower body,Push,"Quads, Glutes, Core","Hold a barbell overhead with arms fully extended, squat down while keeping the weight overhead and chest upright."
538,549,Front Squats,Crossfit,Strength,Barbell,Lower body,Push,"Quads, Glutes, Core","Hold the barbell on your shoulders, squat down, keeping your elbows high, and stand back up."
539,550,Pistol Squats,Gymnastics,Strength,Bodyweight,Lower body,Push,"Quads, Glutes, Core","Stand on one leg and squat down while keeping the other leg extended forward, then push back up to standing."
540,551,Sit-ups,Crossfit,Cardio,Bodyweight,Core,Hold,"Abs, Hip Flexors","Lie on your back with knees bent, sit up and touch your toes, then return to the starting position."
541,552,Goblet Squat,Crossfit,Strength,Kettlebell,Lower body,Push,"Quads, Glutes, Core","Hold a kettlebell at your chest, squat down keeping your chest up and push through your heels to stand."
542,553,Push-ups,Crossfit,Strength,Bodyweight,Upper body,Push,"Chest, Triceps, Shoulders","Start in a plank position, lower your chest to the floor, then push back up to full extension."
543,554,Sumo Deadlift High Pull,Crossfit,Strength,Barbell,Full body,Pull,"Quads, Glutes, Shoulders, Core","With a wide stance, pull the barbell from the ground to your chin by extending your legs and pulling with your arms."
544,555,Turkish Get-Up,Gymnastics,Strength,Kettlebell,Full body,Hold,"Shoulders, Core, Glutes","From a lying position, hold a kettlebell overhead and stand up, keeping the kettlebell overhead throughout the movement."
545,556,Ring Dips,Gymnastics,Strength,Rings,Upper body,Push,"Triceps, Chest, Shoulders","Lower yourself on the rings until your shoulders are below your elbows, then press back up."
546,557,Bar Muscle-ups,Crossfit,Strength,Pull-up Bar,Upper body,Pull,"Lats, Biceps, Shoulders, Chest","Pull yourself up on the bar, then transition into a dip before pressing up."
547,558,Walking Lunges,Conditioning,Mobility,Bodyweight,Lower body,Push,"Quads, Hamstrings, Glutes","Step forward into a lunge position, push off the back foot, and continue stepping forward."
548,559,Med Ball Cleans,Crossfit,Strength,Medicine Ball,Full body,Pull,"Quads, Glutes, Core","Lift the medicine ball from the floor to your shoulders, keeping your chest up and driving through your legs."
549,560,Hang Power Clean,Olympic Weightlifting,Strength,Barbell,Full body,Pull,"Quads, Glutes, Shoulders, Core",Lift the barbell from just above the knees to your shoulders in one motion.
550,561,Power Clean,Crossfit,Strength,Barbell,Full body,Pull,"Quads, Glutes, Shoulders, Core",Pull the bar from the ground to your shoulders by extending your legs and pulling with your arms.
551,562,Air Squats,Conditioning,Cardio,Bodyweight,Lower body,Push,"Quads, Glutes","Stand with feet shoulder-width apart, squat down keeping your chest up, and stand back up."
552,563,Hollow Hold,Crossfit,Strength,Bodyweight,Core,Hold,"Abs, Hip Flexors","Lie on your back, lift your legs and shoulders off the floor, and hold the position while keeping your core engaged."
553,564,Bench Dips,Crossfit,Strength,Bodyweight,Upper body,Push,"Triceps, Shoulders, Chest","Place your hands on a bench behind you, lower your body by bending your elbows, and push back up."
554,565,Step-ups,Conditioning,Cardio,Box,Lower body,Push,"Quads, Glutes, Calves","Step onto a box with one foot, stand tall, then step down and repeat with the other foot."
555,566,Clean Pull,Olympic Weightlifting,Strength,Barbell,Full body,Pull,"Quads, Hamstrings, Shoulders","Pull the barbell from the floor to just below your chest, keeping your arms straight."
556,567,Ring Rows,Gymnastics,Strength,Rings,Upper body,Pull,"Lats, Biceps, Upper Back","Hang from rings at an angle, pull your chest to the rings, and lower back down."
557,568,Strict Handstand Push-ups,Gymnastics,Strength,Bodyweight,Upper body,Push,"Shoulders, Triceps, Core","Kick up into a handstand against a wall, lower your head to the floor, and press back up."
558,569,Walking Plank,Crossfit,Mobility,Bodyweight,Core,Hold,"Abs, Shoulders, Triceps",Start in a plank position and walk your hands side to side while keeping your core tight.
559,570,Bear Hug Squat,Conditioning,Strength,Sandbag,Full body,Push,"Quads, Glutes, Core","Hold a sandbag against your chest, squat down, and stand back up."
560,571,Dumbbell Deadlift,Crossfit,Strength,Dumbbells,Lower body,Pull,"Hamstrings, Glutes, Lower Back","Grip the dumbbells, keep your back flat, and lift by straightening your hips and knees."
561,572,High Knees,Conditioning,Cardio,Bodyweight,Lower body,Pull,"Quads, Hip Flexors, Core",Run in place while bringing your knees as high as possible.
562,573,Box Step Overs,Crossfit,Strength,Box,Lower body,Push,"Quads, Glutes, Core","Step onto a box and step down on the other side, alternating feet with each step."
563,574,Power Snatch,Olympic Weightlifting,Strength,Barbell,Full body,Pull,"Quads, Glutes, Shoulders, Core","Lift the barbell from the floor to overhead in one motion, catching it in a partial squat."
564,575,Split Jerk,Crossfit,Strength,Barbell,Upper body,Push,"Shoulders, Quads, Triceps, Core","Start with the barbell at your shoulders, dip your knees, and drive the bar overhead while splitting your legs."
565,576,Jumping Jacks,Conditioning,Cardio,Bodyweight,Full body,Push,"Quads, Calves, Shoulders","Jump your legs apart while raising your arms overhead, then return to the starting position."
566,577,Handstand Walk,Gymnastics,Strength,Bodyweight,Upper body,Hold,"Shoulders, Triceps, Core",Walk forward on your hands while keeping your body straight and core engaged.
567,578,Dumbbell Clean and Press,Crossfit,Strength,Dumbbells,Full body,"Pull, Push","Quads, Shoulders, Glutes","Lift the dumbbells from the floor to your shoulders, then press them overhead."
568,579,Renegade Rows,Crossfit,Strength,Dumbbells,Upper body,Pull,"Lats, Biceps, Shoulders, Core","In a plank position, row one dumbbell to your side while keeping your core tight, then switch sides."
569,580,Single-arm Kettlebell Swing,Conditioning,Cardio,Kettlebell,Lower body,Pull,"Hamstrings, Glutes, Core, Shoulders","Swing the kettlebell between your legs and up to shoulder height with one arm, alternating after each rep."
570,581,Glute Bridge,Crossfit,Mobility,Bodyweight,Lower body,Push,"Glutes, Hamstrings, Lower Back","Lie on your back with knees bent, lift your hips towards the ceiling, and squeeze your glutes at the top."
571,582,Alternating Dumbbell Snatch,Crossfit,Strength,Dumbbells,Full body,Pull,"Quads, Glutes, Shoulders, Core","Lift a dumbbell from the floor to overhead in one motion, alternating arms after each rep."
572,583,Wall Walks,Gymnastics,Mobility,Bodyweight,Upper body,Hold,"Shoulders, Triceps, Core","Start in a plank position, walk your feet up the wall while walking your hands closer to the wall."
573,584,Devil Press,Crossfit,Strength,Dumbbells,Full body,"Pull, Push","Shoulders, Quads, Glutes","Perform a burpee with dumbbells and, from the floor, clean and press them overhead."
574,585,Sumo Squats,Crossfit,Strength,Bodyweight,Lower body,Push,"Quads, Glutes, Core","Stand with feet wide, squat down keeping your knees over your toes, and push through your heels to stand up."
575,586,Battle Rope Waves,Conditioning,Cardio,Battle Rope,Upper body,Pull,"Shoulders, Core, Back",Grip the battle ropes and create alternating waves by moving your arms up and down.
576,587,Standing Calf Raises,Crossfit,Mobility,Bodyweight,Lower body,Push,"Calves, Ankles","Stand tall and raise your heels off the ground, then lower back down in a controlled manner."
577,588,Dumbbell Step-ups,Crossfit,Strength,Dumbbells,Lower body,Push,"Quads, Glutes, Core","Step onto a box with one foot while holding dumbbells, stand tall, and step down."
578,590,Burpee Box Jumps,Conditioning,Cardio,Box,Full body,Push,"Quads, Glutes, Shoulders, Core","Perform a burpee, then jump onto a box and step down, repeating the movement."
579,591,Barbell Front Squat,Crossfit,Strength,Barbell,Lower body,Push,"Quads, Glutes, Core","Hold the barbell at shoulder height, squat down, and push through your heels to stand back up."
580,592,Ring Muscle-ups,Gymnastics,Strength,Rings,Upper body,Pull,"Lats, Biceps, Chest, Core",Pull yourself up through the rings and press out to finish at the top of the movement.
581,593,Barbell Push Press,Crossfit,Strength,Barbell,Upper body,Push,"Shoulders, Triceps, Chest","Start with the barbell at your shoulders, dip your knees, and press the bar overhead using your legs and arms."
582,594,Single-leg Deadlift,Crossfit,Mobility,Dumbbells,Lower body,Pull,"Hamstrings, Glutes, Lower Back","Hold a dumbbell in one hand, hinge at the hips, and lower the weight while balancing on one leg."
583,595,Tire Flips,Conditioning,Strength,Tire,Full body,"Pull, Push","Quads, Glutes, Core, Shoulders","Grip the tire, squat down, and flip it forward using your whole body."
584,596,V-ups,Gymnastics,Strength,Bodyweight,Core,Hold,"Abs, Hip Flexors","Lie on your back, lift your legs and upper body simultaneously, reaching for your toes."
585,597,Rowing,Conditioning,Cardio,Rowing Machine,Full body,Pull,"Quads, Glutes, Back, Core",Pull the handle towards your chest while pushing through your legs in a seated rowing position.
586,598,Kettlebell High Pull,Conditioning,Strength,Kettlebell,Upper body,Pull,"Shoulders, Traps, Core",Swing the kettlebell up to your chest by pulling with your arms.
587,599,Bear Crawls,Crossfit,Mobility,Bodyweight,Full body,Push,"Quads, Shoulders, Core",Crawl forward on your hands and feet while keeping your hips low.
588,600,Scissor Jumps,Conditioning,Cardio,Bodyweight,Lower body,Push,"Quads, Hamstrings, Glutes, Core","Jump from a lunge position, switching legs mid-air, and repeat continuously."
589,601,Snatch Grip Deadlift,Olympic Weightlifting,Strength,Barbell,Full body,Pull,"Quads, Glutes, Shoulders, Core","Grip the bar wide, keep your back flat, and lift by straightening your legs and hips."
590,602,Plank Jacks,Conditioning,Cardio,Bodyweight,Core,Hold,"Abs, Shoulders, Glutes",Start in a plank position and jump your feet apart and together while keeping your core tight.
591,603,Burpee Pull-ups,Conditioning,Cardio,Pull-up Bar,Full body,"Pull, Push","Quads, Shoulders, Core, Lats","Perform a burpee, jump up to a pull-up bar, and complete a pull-up."
592,604,Turkish Get-ups,Conditioning,Strength,Kettlebell,Full body,Hold,"Shoulders, Core, Glutes",Hold a kettlebell overhead and slowly get up from the floor to a standing position and back down.
593,605,Jumping Lunges,Conditioning,Cardio,Bodyweight,Lower body,Push,"Quads, Hamstrings, Glutes, Core","Start in a lunge position, jump up, and switch legs in mid-air."
594,606,Hanging Leg Raises,Gymnastics,Strength,Pull-up Bar,Core,Hold,"Abs, Hip Flexors",Hang from a pull-up bar and raise your legs towards the bar while keeping your core tight.
595,607,Deadlifts,Crossfit,Strength,Barbell,Lower body,Pull,"Hamstrings, Glutes, Lower Back","Grip the barbell, keep your back flat, and lift by straightening your hips and knees."
596,608,Sit-ups,Gymnastics,Strength,Bodyweight,Core,Hold,"Abs, Hip Flexors","Lie on your back, sit up and touch your toes, then return to the lying position."
597,609,Jump Squats,Conditioning,Cardio,Bodyweight,Lower body,Push,"Quads, Glutes, Core","Start in a squat position and jump explosively, landing softly back into the squat."
598,610,Kettlebell Goblet Squats,Conditioning,Strength,Kettlebell,Lower body,Push,"Quads, Glutes, Core","Hold the kettlebell close to your chest, squat down, and stand back up while keeping your chest up."
599,611,Jumping Pull-ups,Conditioning,Cardio,Pull-up Bar,Upper body,Pull,"Lats, Biceps, Core","Jump up to grab the pull-up bar and pull yourself up, then lower back down slowly."
600,612,Box Step-ups,Conditioning,Cardio,Box,Lower body,Push,"Quads, Glutes, Core",Step up onto a box with one foot and drive through your heel to stand fully before stepping down.
601,613,Toes to Bar,Gymnastics,Strength,Pull-up Bar,Core,Hold,"Abs, Hip Flexors","Hang from a pull-up bar and lift your toes up to touch the bar, then lower back down."
602,614,Bar Muscle-ups,Gymnastics,Strength,Pull-up Bar,Upper body,Pull,"Lats, Biceps, Core","Pull yourself up to the bar and transition over it, pressing out at the top."
603,615,Russian Kettlebell Swings,Conditioning,Cardio,Kettlebell,Lower body,Pull,"Hamstrings, Glutes, Shoulders, Core",Swing the kettlebell to shoulder height using power from your hips.
604,616,Walking Lunges,Crossfit,Strength,Bodyweight,Lower body,Push,"Quads, Glutes, Hamstrings, Core",Step forward into a lunge position and alternate legs as you move forward.
605,617,Clapping Push-ups,Conditioning,Cardio,Bodyweight,Upper body,Push,"Chest, Shoulders, Triceps",Perform a push-up and explode off the ground to clap your hands before landing back down.
606,618,Single-arm Kettlebell Press,Crossfit,Strength,Kettlebell,Upper body,Push,"Shoulders, Triceps, Core",Press the kettlebell overhead with one arm while keeping your body stable.
607,619,Front Rack Lunges,Crossfit,Strength,Barbell,Lower body,Push,"Quads, Glutes, Core",Hold the barbell in the front rack position and step forward into a lunge.
608,620,Sit-up to Stand,Crossfit,Strength,Bodyweight,Core,Hold,"Abs, Hip Flexors",Perform a sit-up and use momentum to transition into a standing position.
609,621,Weighted Pull-ups,Crossfit,Strength,"Pull-up Bar, Weights",Upper body,Pull,"Lats, Biceps, Core","Attach weight to your body and perform pull-ups, focusing on strict form."
610,622,Sumo Deadlift,Crossfit,Strength,Barbell,Lower body,Pull,"Hamstrings, Glutes, Core","Stand with a wide stance, grip the barbell, and lift by straightening your legs and hips."
611,624,Glute Bridge,Conditioning,Mobility,Bodyweight,Lower body,Hold,"Glutes, Hamstrings, Core","Lie on your back, lift your hips by squeezing your glutes, and hold at the top."
612,625,Side Plank Raises,Gymnastics,Strength,Bodyweight,Core,Hold,"Obliques, Abs, Shoulders","Hold a side plank position and raise and lower your hips, focusing on control."
613,626,Med Ball Wall Sit,Crossfit,Strength,Medicine Ball,Lower body,Hold,"Quads, Glutes, Core",Hold a wall sit position while squeezing a medicine ball between your legs.
614,627,Alternating Dumbbell Snatches,Crossfit,Strength,Dumbbells,Full body,Pull,"Quads, Glutes, Shoulders, Core","Lift a dumbbell from the ground to overhead in one motion, alternating arms."
615,628,Plank Shoulder Taps,Crossfit,Strength,Bodyweight,Core,Hold,"Abs, Shoulders, Glutes","Start in a plank position and tap your opposite shoulder with each hand, keeping your hips stable."
616,629,Dumbbell Floor Press,Crossfit,Strength,Dumbbells,Upper body,Push,"Chest, Triceps, Shoulders","Lie on the floor with dumbbells, lower them to your chest, and press back up."
617,630,Rowing Sprints,Conditioning,Cardio,Rowing Machine,Full body,Pull,"Quads, Glutes, Back, Core","Row at maximum intensity for short bursts, followed by rest."
618,631,Alternating Kettlebell Lunges,Conditioning,Strength,Kettlebell,Lower body,Push,"Quads, Glutes, Core","Hold a kettlebell in one hand, step forward into a lunge, and alternate legs."
619,632,Barbell Bent-over Rows,Crossfit,Strength,Barbell,Upper body,Pull,"Back, Biceps, Shoulders","Hinge at your hips, pull the barbell towards your chest, and lower it back down."
620,633,Weighted Step-ups,Conditioning,Strength,Dumbbells,Lower body,Push,"Quads, Glutes, Hamstrings","Step onto a bench or box with weights in hand, driving through the front heel to stand up."
621,634,Medicine Ball Cleans,Crossfit,Strength,Medicine Ball,Full body,Pull,"Quads, Glutes, Core, Shoulders","From a squat, lift the ball to your chest in one motion and stand up."
622,635,Barbell Shrugs,Crossfit,Strength,Barbell,Upper body,Pull,"Trapezius, Shoulders",Hold the barbell in front of you and shrug your shoulders up and down.
623,636,Bear Complex,Crossfit,Strength,Barbell,Full body,Push,"Quads, Glutes, Shoulders, Core","Perform a sequence of power cleans, front squats, push presses, and back squats in one fluid motion."
624,637,Box Dips,Conditioning,Strength,Box,Upper body,Push,"Triceps, Shoulders, Chest","Place your hands on a box behind you, lower your body, and press back up."
625,638,Split Jerk,Olympic Weightlifting,Strength,Barbell,Full body,Push,"Quads, Glutes, Shoulders",Lift the barbell from your shoulders and split your legs while pushing it overhead.
626,639,Agility Ladder Drills,Conditioning,Cardio,Agility Ladder,Full body,Cardio,"Quads, Calves, Core",Perform various footwork drills using the agility ladder for speed and coordination.
627,640,Reverse Crunch,Crossfit,Strength,Bodyweight,Core,Pull,"Abs, Hip Flexors","Lie on your back, lift your legs towards your chest, and curl your hips off the ground."
628,641,Single-leg Kettlebell Swing,Crossfit,Strength,Kettlebell,Lower body,Pull,"Glutes, Hamstrings, Core","Swing the kettlebell while standing on one leg, focusing on balance and control."
629,642,Crossfit Open Workouts,Conditioning,Strength,Various,Full body,Push,All muscle groups,"Participate in the annual CrossFit Open, focusing on varied workouts each week."
630,643,Ab Wheel Rollout,Crossfit,Strength,Ab Wheel,Core,Pull,"Abs, Shoulders","Kneel down, roll the wheel forward, and pull back while engaging your core."
631,644,Chin-ups,Crossfit,Strength,Pull-up Bar,Upper body,Pull,"Lats, Biceps, Core","Pull your body up until your chin is above the bar, then lower back down."
632,645,Dumbbell Incline Press,Crossfit,Strength,Dumbbells,Upper body,Push,"Chest, Triceps, Shoulders","Press dumbbells up from an inclined bench, focusing on control."
633,647,Dumbbell Renegade Rows,Crossfit,Strength,Dumbbells,Upper body,Pull,"Back, Biceps, Core","In a plank position with dumbbells, row one dumbbell to your side while stabilizing your body."
634,648,Seated Leg Tucks,Crossfit,Strength,Bodyweight,Core,Pull,"Abs, Hip Flexors","Sit on the ground and pull your knees towards your chest, then extend back out."
635,650,Dumbbell Overhead Lunges,Crossfit,Strength,Dumbbells,Lower body,Push,"Quads, Glutes, Shoulders","Hold dumbbells overhead and lunge forward, alternating legs."
636,651,Push-up with Rotation,Crossfit,Strength,Bodyweight,Upper body,Push,"Chest, Shoulders, Core","Perform a push-up and rotate into a side plank, alternating sides."
637,652,Barbell Squat Cleans,Crossfit,Strength,Barbell,Lower body,Pull,"Quads, Glutes, Core",Clean the barbell from the ground to your shoulders while squatting.
638,654,Stair Climbs,Conditioning,Cardio,Stairs,Lower body,Push,"Quads, Glutes, Calves",Run or walk up and down the stairs for cardio.
639,655,Kettlebell Front Squats,Crossfit,Strength,Kettlebell,Lower body,Push,"Quads, Glutes, Core","Hold a kettlebell at your chest, squat down, and return to standing."
640,656,Single-arm Dumbbell Row,Crossfit,Strength,Dumbbells,Upper body,Pull,"Back, Biceps","Support your body on a bench, row one dumbbell towards your side, and switch arms."
641,658,Weighted V-ups,Crossfit,Strength,Weight,Core,Pull,"Abs, Hip Flexors","Lie on your back holding a weight, lift your legs and torso to meet in the middle."
642,659,Barbell Hip Thrust,Crossfit,Strength,Barbell,Lower body,Push,"Glutes, Hamstrings","Rest your upper back on a bench, lift your hips by driving through your heels."
643,660,Single-leg Box Squats,Crossfit,Strength,Box,Lower body,Push,"Quads, Glutes, Core","Sit back onto a box with one leg extended, then stand back up."
644,661,Farmer's Walk,Crossfit,Strength,Dumbbells,Full body,Push,"Grip Strength, Shoulders, Core",Carry heavy weights in each hand while walking for distance or time.
645,662,Squat Thrusts,Crossfit,Strength,Bodyweight,Full body,Push,"Quads, Glutes, Core",Perform a squat thrust by jumping back to a plank and returning to a squat.
646,663,Barbell Front Raises,Crossfit,Strength,Barbell,Upper body,Push,"Shoulders, Traps",Raise the barbell in front of you to shoulder height and lower back down.
647,664,Single-leg Calf Raises,Crossfit,Strength,Bodyweight,Lower body,Push,Calves,"Raise your heel off the ground while standing on one leg, focusing on balance."
648,665,Box Jumps,Crossfit,Strength,Box,Lower body,Push,"Quads, Glutes, Hamstrings","Jump onto a sturdy box, landing softly and stepping back down."
649,667,Side Lunges,Crossfit,Strength,Bodyweight,Lower body,Push,"Quads, Hamstrings, Glutes","Step out to the side and lower your body into a lunge, returning to standing."
650,669,Dumbbell Box Step-ups,Conditioning,Strength,Dumbbells,Lower body,Push,"Quads, Glutes","Step onto a box with one foot, bringing the other foot up and stepping down."
651,670,Box Bear Crawls,Crossfit,Strength,Box,Full body,Hold,"Shoulders, Core","Bear crawl over the box, keeping your hips low and core engaged."
652,671,Sandbag Cleans,Crossfit,Strength,Sandbag,Full body,Pull,"Quads, Core",Clean the sandbag from the ground to your chest in one fluid motion.
653,672,Overhead Tricep Extensions,Crossfit,Strength,Dumbbell,Upper body,Push,Triceps,"Raise a dumbbell overhead, lower it behind your head, and extend back up."
654,673,Single-arm Kettlebell Swings,Crossfit,Strength,Kettlebell,Full body,Pull,"Glutes, Core","Swing the kettlebell with one arm, engaging your hips and core."
655,674,V-ups,Crossfit,Strength,Bodyweight,Core,Pull,"Abs, Hip Flexors","Lie flat, lift your legs and torso to form a V shape, then lower back down."
656,676,Squat Clean Thrusters,Crossfit,Strength,Barbell,Full body,Push,"Quads, Shoulders",Clean the barbell from the ground to your shoulders and press overhead in one motion.
657,678,Battle Rope Slams,Conditioning,Cardio,Battle Ropes,Full body,Push,"Arms, Core",Lift and slam the ropes down hard to engage your entire body.
658,679,Box Jump Overs,Crossfit,Strength,Box,Lower body,Push,"Quads, Glutes","Jump onto the box and over it, landing softly on the other side."
659,680,Medicine Ball Slams,Crossfit,Strength,Medicine Ball,Full body,Push,"Core, Shoulders",Lift the medicine ball overhead and slam it down to the ground with force.
660,682,Double-unders,Conditioning,Cardio,Jump Rope,Full body,Cardio,"Calves, Shoulders","Jump rope with a double jump, making the rope pass under your feet twice."
661,683,Plate Raises,Crossfit,Strength,Weight Plate,Upper body,Push,Shoulders,Hold a weight plate with both hands and raise it to shoulder height.
662,684,Weighted Lunges,Crossfit,Strength,Dumbbells,Lower body,Push,"Quads, Glutes",Hold weights and lunge forward with alternating legs.
663,686,Shoulder Press,Crossfit,Strength,Dumbbells,Upper body,Push,"Shoulders, Triceps",Press the weights overhead while standing or sitting.
664,687,Barbell Lunges,Crossfit,Strength,Barbell,Lower body,Push,"Quads, Glutes",Lunge forward with the barbell on your back or in front.
665,688,Alternating Dumbbell Bench Press,Crossfit,Strength,Dumbbells,Upper body,Push,"Chest, Triceps","On a bench, alternate pressing the dumbbells up and down."
666,689,Z-Press,Crossfit,Strength,Barbell,Full body,Push,"Shoulders, Core",Sit on the floor with legs extended and press the barbell overhead.
667,691,Crossover Symmetry,Conditioning,Mobility,Resistance Bands,Full body,Mobility,"Shoulders, Upper Back",Use resistance bands to perform various shoulder exercises for stability.
668,693,Burpee Box Jump,Conditioning,Cardio,Box,Full body,Push,"Quads, Glutes","Perform a burpee and jump onto the box, landing softly."
669,694,Kettlebell Turkish Get-up,Crossfit,Strength,Kettlebell,Full body,Push,"Core, Shoulders",Start lying down and rise to a standing position while holding the kettlebell overhead.
670,695,Squat to Press,Crossfit,Strength,Dumbbells,Full body,Push,"Quads, Shoulders",Squat down while holding weights and press them overhead as you stand.
671,697,Dumbbell Chest Fly,Crossfit,Strength,Dumbbells,Upper body,Pull,"Chest, Shoulders","Lie on a bench and open your arms wide while holding dumbbells, then bring them back together."
672,698,Glute Bridges,Crossfit,Strength,Bodyweight,Lower body,Push,"Glutes, Hamstrings",Lie on your back with knees bent and lift your hips up towards the ceiling.
673,702,Calf Raises,Crossfit,Strength,Bodyweight,Lower body,Push,Calves,"Stand on the edge of a step and raise your heels up, then lower back down."
674,703,Seated Shoulder Press,Crossfit,Strength,Dumbbells,Upper body,Push,"Shoulders, Triceps",Sit on a bench and press the dumbbells overhead.
675,705,Kettlebell Russian Twist,Crossfit,Strength,Kettlebell,Core,Pull,"Obliques, Abs","Sit on the ground, hold a kettlebell and twist your torso side to side."
676,707,Box Squats,Crossfit,Strength,Box,Lower body,Push,"Quads, Glutes","Squat down onto a box and stand back up, keeping your form intact."
677,708,Wall Ball Shots,Crossfit,Strength,Medicine Ball,Full body,Push,"Quads, Shoulders",Squat down and throw a medicine ball against the wall.
678,709,Cable Woodchoppers,Crossfit,Strength,Cable Machine,Core,Pull,"Obliques, Abs",Pull the cable across your body in a chopping motion.
679,710,Box Push-ups,Crossfit,Strength,Box,Upper body,Push,"Chest, Triceps",Place your hands on a box and perform push-ups.
680,713,Reverse Lunges,Crossfit,Strength,Bodyweight,Lower body,Push,"Quads, Glutes","Step back into a lunge and return to standing, alternating legs."
681,714,Dumbbell Shoulder Press,Crossfit,Strength,Dumbbells,Upper body,Push,"Shoulders, Triceps",Press the dumbbells overhead while standing or seated.
682,716,Single-leg Deadlifts,Crossfit,Strength,Dumbbells,Lower body,Pull,"Hamstrings, Glutes","Balance on one leg and lower the weights to the ground, returning to standing."
683,717,Medicine Ball Throws,Crossfit,Strength,Medicine Ball,Full body,Push,"Chest, Shoulders",Throw the medicine ball against a wall or to a partner.
684,719,Seated Rows,Crossfit,Strength,Cable Machine,Upper body,Pull,"Back, Biceps",Sit at the cable machine and pull the handles towards your chest.
685,720,Band Pull-aparts,Crossfit,Strength,Resistance Band,Upper body,Pull,"Shoulders, Upper Back","Hold a band in front of you and pull it apart, keeping your arms straight."
686,721,Box Jumps to Burpees,Conditioning,Cardio,Box,Full body,Push,"Quads, Core","Jump onto a box, then immediately perform a burpee."
687,723,Kettlebell Farmers Carry,Crossfit,Strength,Kettlebell,Full body,Push,"Forearms, Core",Carry a kettlebell in one hand while walking for distance.
688,724,Walking Side Lunges,Crossfit,Strength,Bodyweight,Lower body,Push,"Quads, Glutes","Lunge to the side while walking, alternating legs."
689,726,Dumbbell Swings,Crossfit,Strength,Dumbbell,Full body,Pull,"Glutes, Core",Swing a dumbbell between your legs and up to shoulder height.
690,728,Skipping,Conditioning,Cardio,Jump Rope,Full body,Cardio,"Calves, Arms",Skip with a jump rope to improve coordination and endurance.
691,729,Band Squats,Crossfit,Strength,Resistance Band,Lower body,Push,"Quads, Glutes","Stand on a band and perform squats, keeping tension in the band."
692,731,Skull Crushers,Crossfit,Strength,Dumbbells,Upper body,Pull,Triceps,"Lie on a bench and lower the dumbbells towards your forehead, then extend back up."
693,732,Box Shuffle,Conditioning,Cardio,Box,Full body,Cardio,"Quads, Glutes",Shuffle side to side over a box for agility and cardio.
694,733,Weighted Push-ups,Crossfit,Strength,Weighted Vest,Upper body,Push,"Chest, Triceps",Perform push-ups while wearing a weighted vest.
695,734,Ab Rollouts,Crossfit,Strength,Ab Wheel,Core,Pull,"Abs, Shoulders","Roll out on an ab wheel from a kneeling position, then pull back."
696,735,Back Squats,Crossfit,Strength,Barbell,Lower body,Push,"Quads, Glutes","Squat with a barbell on your back, maintaining form throughout."
697,736,Single-arm Dumbbell Rows,Crossfit,Strength,Dumbbells,Upper body,Pull,"Back, Biceps",Row a dumbbell towards your waist while balancing on the other leg.
698,737,Plate Overhead Press,Crossfit,Strength,Weight Plate,Upper body,Push,"Shoulders, Triceps",Press a weight plate overhead from shoulder height.
699,738,Barbell Front Squats,Crossfit,Strength,Barbell,Lower body,Push,"Quads, Glutes",Perform squats with the barbell resting on your front shoulders.
700,740,Resistance Band Thrusters,Crossfit,Strength,Resistance Band,Full body,Push,"Quads, Shoulders",Perform a squat and press the band overhead in one fluid motion.
701,741,Resistance Band Good Mornings,Crossfit,Strength,Resistance Band,Lower body,Pull,"Hamstrings, Lower Back","Stand on the band and hinge at your hips, keeping your back straight."
702,743,Overhead Walking Lunges,Crossfit,Strength,Barbell,Lower body,Push,"Quads, Glutes",Lunge forward while holding a barbell overhead.
703,746,Kettlebell Deadlifts,Crossfit,Strength,Kettlebell,Lower body,Pull,"Hamstrings, Glutes",Lift a kettlebell from the ground while keeping your back straight.
